689;TransCoin;;0;1939348
657;Easy-Changer;;0;500473
661;Ферма;;0;32466259
654;Ru-Bas;;0;119851
738;HASchange;;0;66607097
702;Papa-Change;;0;430460
660;FlyChange;;0;4325392
714;Top-Exchange;;0;383672
719;ObmenLite24;;0;20343972
672;99Francs;;0;150485
715;Coins-Trade;;0;476817
658;BtcTenge;;0;40477495
686;1Mile;;0;78694678
695;BTC-Обменник;;0;13957518
706;HoBit;;0;2794029
705;Cryptonex;;0;43087
713;CashOut;;0;430701
687;WikiPays;;0;4391817
749;BitOkk;;0;158268216
690;Fair-Exchange;413428403759;0;24972
685;BitCash;;0;668329
723;BitObmen;;0;610694
718;Platov;;0;22061865
712;Criptify;;0;109288
755;Big-Changer;;0;71583
703;Obmen4you;320026778932;1571;11588
716;Bitok777;;0;130445
782;Tec-Bit;;0;4012682
750;CashAdmin;;0;78550691
763;PushPayer;753021635396;0;63326
758;CryptoBox;;0;7582678
741;BTCe-Obmen;;0;1188079
737;BonkyPay;232342940453;0;112333619
761;FlashObmen;;0;276905
757;ChangeNow;;0;62951788
770;BTC24pro;;0;0
779;MoneyMix;;0;5534535
790;2rbina;;0;103937362
776;XbiTrade;;0;755166
785;PayMarket;;0;166149
780;Bitcoin24Pro;;0;62258950
766;UniCash;;0;71255100
764;NiceChange;;0;70255271
772;CoinPayMaster;;0;424620180
792;SberBit;;0;470965
799;Криптообменник;;0;396747
801;Coin-Future;;0;266577
793;IceBTC;;0;25246852
798;Quickex;;0;44046690
808;ChangeCoins;;0;1621122
814;BitBits;;0;68031
835;7Pay;709807738416;1645;355577
827;Crypster;;0;14237558
818;R-Obmen;;0;0
812;Ex-Bank;;0;3718052
823;Обменочка;;0;1809045
809;XbitMoney;155289860990;1607;104583
825;MyChanger;;0;2912447
816;WM007;;0;15425
840;YoChange;;0;320535318
838;AlfaExchange;;0;55918016
839;MyInvestStory;;0;2908
821;ExchangeTeam;;0;168662379
815;Belqi;;0;17648287
842;AllMoney;406103529800;225;536964
850;Keine-Exchange;;0;0
846;ExchangeYourMoney;;0;2120321
848;SwapCoin;;0;15702594
852;RamonCash;;0;17969679
857;Paytiz;227421344645;275;0
855;CoinStart;;0;123952713
858;FixedFloat;;0;5579605
865;Bixter;;0;12315483
869;ExpoChange;412963033166;0;590098
866;Delets;;0;12822191
872;WM-Obmen;362955051206;1793;420850
871;BitokMe;;0;378256865
895;CryptoBarMen;;0;44660731
867;Сумма;;0;455612
870;Alfa-Trades;;0;18720423
882;BuyBank;;0;4500209
881;AllTrustMe;;0;1764997
877;Об-мен;963523258975;148;862750
884;Cryptex;;0;2004686
907;ObmenAT24;;0;2193244
1093;GetExch;;0;0
905;TraiderIdeal;;0;49795
902;BTC-Волга;;0;9546125
885;JPMarket;;0;541204
897;AnonEx;;0;1861128
888;GramBit;;0;203215985
894;КупиБит;;0;2168746
898;Вобменка;;0;468750
901;WMStar;310224582545;0;211634
899;CoinShop24;;0;141167346
900;Obmen-Box;;0;0
896;CoinChanger;;0;1528510
910;WMT;797230232341;302;342260
915;CoinGuru;;0;50441684
914;Ex-code;;0;854
989;CoinsBlack;890273718097;0;8440823
913;Quantex;;0;2332371
917;Micro-exchange;;0;30972025
916;Cryptos;;0;252227
925;Sunduk;;0;864236
939;EuroBit;;0;12442440
935;Wiki-Exchange;;0;46465744
922;PayWallet;;0;170439
943;TopCash;;0;122809
927;Msk-Exchange;;0;304735
933;TytCash;;0;90900
929;RoyalCash;;0;420552804
930;Crypto-Store;;0;463771
942;ExHub;;0;7780615
944;EExchanger;330964771407;0;19477500
949;Coco-Pay;;0;4720341
948;AbcObmen;;0;156984510
951;PrideChange;;0;17868664
952;ExLine;;0;234210
954;EggChange;;0;26853675
