1016;840;3.2273993293464
643;980;1.60997
643;156;8.61
566;840;420.9
643;978;59.6025
1019;840;0.0001109964148158
974;51;0.0063674
1035;840;3.4392626220938
980;860;0.0033511
974;840;2.5705
974;752;0.24716
974;203;0.106373
974;826;3.1025
974;949;0.14309
974;398;0.005394
978;840;0.99462900338174
566;156;61.7196
1015;1050;24.88181139587
978;764;0.027787040124486
643;949;3.28786
1048;1050;386.73498984821
1048;840;0.018224131301221
978;156;0.14591936495892
156;949;0.3765
156;764;0.1908
156;643;0.1133
156;978;6.8663
398;392;3.49
398;752;45.17
398;203;19.49
398;826;565.47
398;980;12.92
398;860;0.0436
398;51;1.192
1050;840;4.7098253078695E-5
1050;978;4.726043096787E-5
1050;156;6.2479846344563E-6
1050;826;5.5717228379905E-5
1050;643;7.8575676316365E-7
1049;840;0.047098253078695
1049;978;0.04726043096787
1049;156;0.0062479846344563
1049;826;0.055717228379905
1049;643;0.00078575676316365
1047;840;53.260855960542
860;840;10934.97
826;156;0.12274004885054
1049;348;0.00010086546370487
1050;949;2.5582977209763E-6
1050;348;1.0086546370487E-7
398;949;26.32
643;840;59.1
1049;949;0.0025582977209763
981;944;1.6462
1039;1050;180.86453246518
1045;840;0.00061154187441254
1045;1050;12.968234310058
51;840;405.15
51;974;157.62
51;860;0.037
51;980;11.03
51;643;6.87
1021;1050;17496.588165308
51;398;0.85
51;156;59.52
752;949;1
498;752;1.8486
643;826;73
752;643;0.095358
752;985;2.2378
752;578;1.078768
752;392;0.077092
458;704;0.000191
398;764;13.36
51;752;38.4
840;498;0.051892934911833
1044;1050;461.46746654361
1044;840;0.021771053425077
1016;1050;68436.901177115
1015;840;0.0011733604927175
458;784;1.219678
1043;840;0.0068288215878171
1043;1050;144.86455164421
51;392;2.961
980;980;1
1050;764;1.3200185177478E-6
1049;764;0.0013200185177478
156;392;0.050102
398;643;8.07
978;826;1.1773293461113
398;985;100.97
1046;840;0.018969770721866
566;978;423.257
566;826;497.9668
1038;1050;460299.19447641
1038;840;21.705251368516
1021;840;0.80785232459506
1039;840;0.0085307854720723
1046;1050;402.65753976243
643;398;0.124243
1023;840;0.22714348779053
643;51;0.145951
156;356;0.08513
985;840;4.7061
156;360;0.000458
348;840;403.26
1023;1050;4817.8839853536
1019;1050;2.3540489642185
981;784;0.75981
498;981;6.8988
981;51;0.0068929
1036;1050;16314.544416347
1036;840;0.76975479461018
