967;КриптоОбмен;;0;1235280
981;WMChanger;;0;3142211
1016;Банкир;;0;8098457
971;CryptoSell;;0;137835
997;CoinJoin;;0;0
985;Tuco;;0;10973945
983;Bitality;;0;717893051
968;CryptoMax;;0;130941382
973;Number1;;0;4266031
977;CityBit;;0;51550767
984;Cash-Bit;;0;0
969;4Money;;0;27093273
994;TipTopObmen;;0;59295425
976;ChangeProject;;0;161890215
992;OneMoment;;0;507028488
970;AlfaChange;;0;394564036
987;Itez;;0;6408521
982;WxMoney;;0;23413817
974;BestKurs24;;0;927034
980;GrandChange;;0;575857377
975;PremierCash;;0;357357
986;PayFull;;0;341546
1011;IChangeOne;137024936562;0;1789213
999;LetsPay;;0;1350325
1003;Crypto-Market24;;0;0
998;Момент;;0;24983
1027;Nordex;;0;9089829
1040;HiExchange;209080513788;563;511625
1013;AvanChange;359556728149;0;40575716
1008;BroExchange;;0;31255833
1005;EezyCash;594705036984;3;27917647
1006;Сова;;0;362326098
1002;ExCenter;;0;18967778
1001;CatBit;;0;1720303
1000;BazaObmena;;0;34688474
1014;Coin24;;0;39686023
1015;ТочкаОбмена;512160110371;0;0
1010;Coinumm;;0;1006168
1032;Crypto-Bank;;0;259073
1026;Ripae;;0;32467
1021;Крипта;;0;236630997
1009;CryptoShopping;;0;9969
1029;SwiftChange;;0;18882830
1004;ExWm;910856141988;742;48812
1038;Обама;455223738561;278;15144572
1036;CoinCat;;0;8708773
1028;BTCSale;;0;5432083
1023;UnioChange;;0;11430383
1033;CosmoChanger;;0;184428588
1025;GlobalBits;;0;65793239
1035;CryptoXchange;;0;13485798
1024;Just-Exchanger;;0;0
1037;Crypik;;0;5664821
1034;ClickPay;285857469245;0;9859130
1047;Money-Office;;0;10351172
1046;Муха;;0;185042
1044;BitBong;;0;27931512
1041;AnyExchange;;0;69590186
1135;SpectrumChange;;0;5690548
1081;DotSatoshi;;0;983998333
1042;CoinBox;;0;36482701
1049;BlaBlaMoney;;0;18966149
1050;Kursov24;;0;545397192
1055;Finex24;;0;0
1065;X-Obmen;905028210175;0;0
1054;24BitBank;;0;94581982
1053;ATMExchanger;;0;546817
1059;ОбменкаSU;;0;1913993
1052;Artek-Exchanger;;0;4922517
1056;First-BTC;;0;19374414
1062;FlyObmen;;0;31649
1064;ObmenGuru;185471005666;150;15498
1051;КриптоКасса;;0;0
1058;EasyBit;;0;130378635
1061;Adb;;0;36048031
1069;Clean-Exchange;;0;2743170
1060;CryptoStrike;;0;59596740
1063;Оборот;;0;1098300
1067;InstaBit;557452850931;0;41738
1066;1Million;;0;0
1074;CoinBlinker;;0;40277867
1070;Монеткин;;0;41882735
1068;Paynote;;0;696040
1071;CoinDrop;;0;4985817
1072;N1ex;;0;177292
1073;IziBTC;;0;0
1079;WMZSale;111804423672;1138;3308096
1078;AtPayz;806980557044;603;2894051
1080;BTCKassa;;0;8832
1094;SCSObmen;951426373513;413;44705
1085;NateBit;;0;44221312
1084;Easy-Change;;0;42274
1083;ExpressMoney;;0;269882
1092;Cash2Pay;;0;191846
1096;BTCWorm;;0;104952925
1087;CryptoKarma;;0;65846355
1100;CoolCoin;;0;42845677
1103;CrystalMoney;;0;890671518
1086;ExchangeForMe;;0;2204306
1102;ZombieCash;708628165872;0;1237053
1105;LigaBTC;283450596145;0;43944513
1089;AllTop;;0;1682907
1098;CashBox;;0;12257644
1088;Swap-Exchange;;0;240718
1101;GrumBot;;0;21763
1095;YaObmen;;0;9767469
1109;MixChanger;;0;60314
1107;Bitfondo;;0;62073088
1106;NiceObmen;;0;1786589
1113;Crypto-Polis;;0;16276063
1115;CriptHub;396352330360;0;16850512
1116;ExBit;;0;1993048
1112;BTCRotor;;0;187328677
1114;YesObmen;;0;896847
1117;BTCBoss;;0;343467668
1124;1654Exchange;;0;3554868
1118;NitroCrypt;;0;736896494
1119;Crypto-Dom;;0;2782556
1122;CoinTok;;0;197435
1120;ExWhite;;0;1638766
1123;Crypocto;255549462586;111;602161
1125;IceSatoshi;;0;6172331
1127;ВсемОбмен;;0;91626
1128;BTchange;257686064312;99;33153019
1129;ExBaza;;0;113038
1130;Base-Exchange;;0;353637
1132;CryptoGin;;0;5530388
1131;Арбуз;;0;3155589
1133;FTCash;;0;1541
1136;Green-Obmenka;139305014241;0;0
