149;14;Monero (XMR);XMR;1043;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111101110011001011111110100000011000101110111111111111111111111111111111111111111111111111111111011111111111111111101111111000001111111111111100001111110111101111111101111
150;246;Ria USD;USD Ria;840;4;100000010000000000001000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
151;247;Ria EUR;EUR Ria;978;4;100000010000000000001000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
152;110;PaySera USD;USD PaySera;840;1;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
153;125;Криптобиржи EUR;EUR Trade;978;1;100111010001101110100000101000000010011011111010010111111111010101111101100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
154;117;Epay USD;USD Epay;840;1;100000000000000000011000001100000000000000000000000000000000000000000000001000110001010110010100010100000000000000000110000000000000000000000000000000000000000000000000000001000100010000000000000000000000000000000000000000000000000000000000000000010000000000000100000000
155;179;Visa/MasterCard SEK;SEK Карта;752;3;100110110011111111011111001100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
156;82;PM e-Voucher USD;USD PMV;840;1;101111011111111111011111011111111111011011111011110011111111111111111101111000111111110110111111111100001110000000001110010000000001000101110110111110111111110111011111111111111111111111011111111011110010000000000000000000000001011001100001000000011100000000000001000000
157;151;Райффайзен RUB;RUB РФБ;643;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001001001111010000000011000100000100000000100000000111111111111111111111111111111111111001110001010111111001000011000001100111100000000000010000001000000000000000
158;161;Райффайзен UAH;UAH РФБ;980;3;101010011011111111111110000000010101111111110011100000111111011111111111110000110011110100011100010111000000001000000011010000000000000101000100111110111111110000000011111111101111111111111111111011110000000000000000000000000001110111100000000000011100001000000000000000
159;231;Счет ИП или ООО RUB;RUB РасчСчет;643;3;101110011111111111011111011111110111011011100001100000011111110111111101111000111100000000011111011100001010000000000000010000000000000000000000000000000000000000000001011100001100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000
160;11;Ether Classic (ETC);ETC;1042;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111111111111001001111110100000011000101010111111111111111111111111111111111111111111111111111111011110111101111111101111111000001111111100001100000011110001100010101101101
161;13;Ripple (XRP);XRP;1041;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111111111111001001111110110000011000101110111111111111111111111111111111111111111111111111111111011111111111111111101111111000001111111100001100000011110011100111111101101
162;18;Zcash (ZEC);ZEC;1040;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111111111101001001111110100000011000101110111111111111111111111111111111111111111111111111111111011111111111111111101111111000001111111100001100000011110011101011111101101
163;19;Tether Omni (USDT);USDT Omni;840;0;101111111111111111111111011111111011111111111111111111111111111111111111111000110111110100011101111111000000001000000011010110000011000101000101111110111111110111111111111111111111111111111111111011110101000101101000010000000001110111100000100000011110001100000000000000
164;89;PayPal GBP;GBP PayPal;826;1;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
165;119;Alipay CNY;CNY Alipay;156;1;100000000001100000011000000000000000000000000000000000000000000000000000000000100000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
166;210;Банковский счет CNY;CNY Банк;156;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
167;213;Банковский счет THB;THB Банк;764;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000101000000100000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000
168;47;0x (ZRX);ZRX;1031;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111101111111001110011000001011110110000011000101010111111111111111111111111111111111111111111111111111111011110101010101111000010000000001111111100000100000011110001000000000000000
169;128;Exmo UAH;UAH Exmo;980;2;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
170;154;Почта Банк RUB;RUB ПочтаБанк;643;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001001101111010000000011001100000100000000000000000111111111111110111111111111111111111001110000000000000000000000000001100111100000000000010100000000000000000000
171;228;Sepa EUR;EUR SEPA;978;3;101010011111111111111110001111010111111111111011100010111111011111111111110000110011100000010100010111000000001000000011010000000000000101000100111110111111100111111111111111111111111111111111111011110000000000000000000000000001110111100000000000011100000000000000000000
172;5;Bitcoin Cash (BCH);BCH;1039;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111111111111001001111110110000011000101110111111111111111111111111111111111111111111111111111111011111111111111111101111111000001111111100001100000011110011000000101101100
173;37;NEM (XEM);XEM;1038;0;101111111111111111111111011111111111111111111111111111111111111111111111110000111111100000011100111111001000001000000011010100000010000101010111111110111111110111111111111111111111111111111111111011110101010101111000010000000001111111100000100000011100001000000000000000
174;234;Wise USD;USD Wise;840;3;101010011011111111111110000000010101111111110011100000111111011111111111100000110011100000010100000111000000001000000011010000000000000101000100111110111111100111111111111111111111111111111111111011110000000000000000000000000001110111100000000000010100001000000000000000
175;58;Tezos (XTZ);XTZ;1007;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111111111101000001111110110000011000101010111111111111111111111111111111111111111111111111111111011110111111111111101111111000001111111100001100000011110011000000101101100
176;153;Открытие RUB;RUB Открытие;643;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001001001111010000000011000101000100111110111000000111111111111111111111111111111111111001110001010111111001000011000001100111100000000000010100001000000000000000
177;38;NEO (NEO);NEO;1037;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110011001001011110110000011000101110111111111111111111111111111111111111111111111111111111011110111011101111000010000000001111111100000100000011110001000000000000000
178;39;EOS (EOS);EOS;1036;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111101110011001001111110110000011000101110111111111111111111111111111111111111111111111111111111011110111111111111101111111000001111111100001100000011110001000000101101100
179;40;IOTA (MIOTA);MIOTA;1035;0;101010011011111111111110000000010101111011111011100000111111111111111111111000110011110110010100010111000000001000000011010100000000000101010111111111111111110111111111111111111111111111111111111011110101010101111000010000000001111111100000000000011100001000000000000000
180;23;Tether SOL (USDT);USDT SOL;840;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001000001111010000000011000101010111111110111111110111111111111111111111111111111111111011110010101000100000000000000001111111100001100000011100001000000000000000
181;41;Cardano (ADA);ADA;1024;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111111111111001001111110110000011000101110111111111111111111111111111111111111111111111111111111011110111111111111101111111000001111111100001100000011110011100100111101101
182;42;Stellar (XLM);XLM;1025;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111111111111001001111110110000011000101110111111111111111111111111111111111111111111111111111111011110111111111111101111111000001111111100001100000011110011000011101101100
183;216;Банковский счет IDR;IDR Банк;360;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
184;7;Bitcoin Gold (BTG);BTG;1026;0;101111111111111111111111011111111111111011111111111111111111111111111111111000111111110110111101111100001010000000001110010100000011000101000101111110111111110000000011111111101111111111011111111011110010000000000000000000000001001001100001100000001000000000000000000000
185;43;TRON (TRX);TRX;1027;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111111111111001011111110110000011000101110111111111111111111111111111111111111111111111111111111011111111111111111101111111000001111111100001100000011110011100011101101100
186;129;Exmo BTC;BTC Exmo;1050;2;000000000000000000011000000000000000000000000000000000000000000000000000000000000011000000011000001000000000000001000000000000000000000101000100111111111111110000000001111101000100000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000
187;229;ЕРИП Расчет BYN;BYN ЕРИП;974;3;100000010001011000011100001100000001000010000001000000001010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;182;Visa/MasterCard AMD;AMD Карта;51;3;100110110011111111011111000100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8;63;VeChain (VET);VET;1011;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111101110001000001111110100000010000101010111111111111111111111111111111111111111111111111111111011110111010111111101111111000001111111100001100000011110001100000000000000
9;199;Карта UZCARD UZS;UZS Карта;860;3;101110111011111111111111000000010111111111110011100110111111111111111111111000111011110110011100011111000000001000000011010000000000000101000100111110111111100111111111111111111111111111111111111011110000000000000000000000000001110111100000000000000000000000000000000000
10;21;Tether TRC20 (USDT);USDT TRC20;840;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111111111111001111111110000000111000111110111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111100001111110111111111111101111
12;123;Счет телефона UAH;UAH Баланс;980;1;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
13;252;Наличные BYN;BYN Наличными;974;5;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
188;215;Банковский счет NGN;NGN Банк;566;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
14;245;UNI RUB;RUB UNI;643;4;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
16;48;BinanceCoin BEP2 (BNB);BNB BEP2;1032;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111101110001001001111010100000011000101010111111111111111110111111111111111111111111111111111111011110111111111110000110000000001111111100001100000011100001000000000000000
17;197;Карта Мир RUB;RUB Мир;643;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001001011111010000000011000001000100100010000000000111111111111111111111111111111111111011110001010111111001000011000001100111101000000000010100001000000000000000
21;230;СБП RUB;RUB СБП;643;3;101010011011111111111110001100011111111111111111111011111111111111111111101000110000100000011100010111000000001001000011000000000000000000000000000000000000000111111111111110111111111111111111111001110000000000000000000000000001100111101000000000000000000000000000000000
22;163;УкрСиббанк UAH;UAH УкрСиб;980;3;101010011011111111111110000000010101111111110011100000111111011111111111110000110011110100011100010111000000001000000011010000000000000101000100111111111111110000000011111111101111111111111111111011110000000000000000000000000001110111100000000000011100001000000000000000
23;27;USDCoin ERC20 (USDC);USDC ERC20;840;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111010110111111111100101110011000000011110110000011000101110111111110111111111111111111111111111111111111111111111011111111111111111101111111111111111111111110100001111110011001000100000000
24;32;TrueUSD ERC20 (TUSD);TUSD ERC20;840;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110011000001111110100000011000111110111111111111111111111111111111111111111111111111111111011110111010101111000010000000001111111100001100000011110001000001001000000
25;186;Visa/MasterCard KGS;KGS Карта;417;3;100000010111101000010000000000000000001011100000100000000111010001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
26;55;Qtum (QTUM);QTUM;1004;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111101111111001010001000001111010110000011000101010111111111111111110111111111111111111111111111111111111011110111010101111000010000000001111111100001100000011100001100000000000000
27;52;BitTorrent (BTT);BTT;1001;0;101111111111111111111111011111110011111011111111111011111111111111111111111000111011010110011100011100000000000001000010010110000010000101000100111111111111110000000011111111101111111111011111011011110000001000000000000000000001000000000001000000000000000000000000000000
28;134;Kuna UAH;UAH Kuna;980;2;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
29;212;Банковский счет PLN;PLN Банк;985;3;100000010000011000011100000000000000000000000000000000000000010100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
30;184;Visa/MasterCard CNY;CNY Карта;156;3;100110110011111111011111000000010011000011100001100110011111110101011101111000111000010110011100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
31;206;Банковский счет BYN;BYN Банк;974;3;100000010001011000011100001100000001000010000001000000001010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
32;65;Shiba BEP20 (SHIB);SHIB;1013;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001000000011110000000011000101010111111110111111110111111111111111111111111111111111111011110111000111111000010010000001111111100000100000011100001000000000000000
189;34;Pax Dollar (USDP);USDP;840;0;111111111111111111011111011111111111111111111111110111111111111111111111111000111111110110111111011111001110001000001111010100000000000111110111111110111111110111111111111111111111111111111111111011110011000100101000010000000001111111100001000000011100011000100010000001
190;133;Cryptex USD;USD Cryptex;840;2;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
33;96;Advanced Cash KZT;KZT AdvCash;398;1;101111111111111111111111011111111111111011111111110111111111111111111111111000111111110110111110111100101110000001000010010000000111000101000100111111111111111100001001111111111111111111011111111011111010000000000000000000000001011111100000000000000000000000000000000000
34;155;Россельхозбанк RUB;RUB РСХБ;643;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001001001111010000000011000100000100000000000010000111111111111110111111111111111111111001110000000000000000000000000001100111100000000000010100000000000000000000
35;111;PaySera EUR;EUR PaySera;978;1;101010011011111111111110001111010111111111110011100000111111011111111111110000110011100000010100010011000000000000000011010000000000000101000100111110111111100111111111111111111111111111111111111011110000000000000000000000000001110111100000000000011100001000000000000000
36;20;Tether ERC20 (USDT);USDT ERC20;840;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111111111111001011111110000000111001111110111111111111111111111111111111111111111111111111111111011111111111111111101111111111111111111111111100001111110111111111111101111
37;166;Sense Bank UAH;UAH SenseBank;980;3;101010011011111111111110000000010101111111110011100000111111011111111111110000110011110100011100010111000000001000000011010000000000000101000100111110111111110000000011111111101111111111111111111011110000000000000000000000000001110111100000000000011100001000000000000000
38;180;Visa/MasterCard PLN;PLN Карта;985;3;100110110011111111011111001100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
39;211;Банковский счет TRY;TRY Банк;949;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
191;157;МТС Банк RUB;RUB МТСБанк;643;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001001001111010000000011000100000100000000000000100111111111111110111111111111111111111001110000000000000000000000000001100111100000000000000000000000000000000000
192;232;Revolut USD;USD Revolut;840;3;101010011011111111111110000000010101111111110011100000111111011111111111100000110011100000010100000111000000001000000011010000000000000101000100111110111111100111111111111111111111111111111111111011110000000000000000000000000001110111100000000000010100001000000000000000
193;233;Revolut EUR;EUR Revolut;978;3;101010011011111111111110000000010101111111110011100000111111011111111111100000110011100000010100010011000000001000000011010000000000000101000100111110111111100111111111111111111111111111111111111011110000000000000000000000000001110111100000000000010100001000000000000000
194;181;Visa/MasterCard MDL;MDL Карта;498;3;100110110111111111011111001100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
195;156;Росбанк RUB;RUB Росбанк;643;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001001101111010000000011001100000100000000000000000111111111111110111111111111111111111001110000000000000000000000000001100111100000000000010100000000000000000000
196;218;Банковский счет AED;AED Банк;784;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
197;56;Chainlink (LINK);LINK;1005;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111101110011000001111110110000011000101010111111111111111111111111111111111111111111111111111111011110111010111111100110000000001111111100001100000011110001000000000000000
198;57;Cosmos (ATOM);ATOM;1006;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111011111101000001111110110000011000101010111111111111111110111111111111111111111111111111111111011110111111101111001010000000001111111100001100000011100001100000000000000
199;200;Карта HUMO UZS;UZS HUMO;860;3;101110111011111111111111001110010111111111110011110110111111111111111111111000111011110110011110011111000000001000000011010000000000000101000100111110111111110111111111111111111111111111111111111011110000000000000000000000000001110111100000000000000000000000000000000000
200;113;ecoPayz USD;USD ecoPayz;840;1;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
201;59;Polkadot (DOT);DOT;1008;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111111111111000001111110110000011000101010111111111111111111111111111111111111111111111111111111011110111111111111101111111000001111111100001100000011110011100000101101100
202;60;Uniswap (UNI);UNI;1009;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111101110001000001111110110000011000101110111111111111111111111111111111111111111111111111111111011110111010111111100110000000001111111100001100000011110001100000000000000
203;35;Dai (DAI);DAI;840;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111100001110011000001111010110000011000101110111111111111111110111111111111111111111111111011111111011110111111101110000010000000001111111100001100000011110001001000000000000
204;254;Наличные GBP;GBP Наличными;826;5;000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
205;61;Ravencoin (RVN);RVN;1010;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001000001111110100000011000101010111111111111111110111111111111111111111111111011111111011110111111101111000010000000001111111100001100000011100001100000000000000
206;36;Binance USD (BUSD);BUSD;840;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111111110011000001111110100000011000111010111111111111111111111111111111111111111111111111111111011111111111111111101111111111111111111111001100000011110111101111111101111
207;172;Jusan Bank KZT;KZT Jusan;398;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110011111011111001011111000000011010000000000000101000100111110111111110111111111111111111111111111111111111011110011010111111101000011110101111111100000000000011100001000000000000000
208;22;Tether BEP20 (USDT);USDT BEP20;840;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111111111111000001111110000000011000111010111111111111111111111111111111111111111111111111111111011111111111111111101111111111111111111111111100001111110111101111111101111
209;74;Toncoin (TON);TON;1021;0;101111111111111111111111011111111111111011111111111111111111111111111111111000111111110110111111111100001110001000001110010100000011000101010111111111111111111111111111111111111111111111011111111011110111111100110000000000000001111111100001100000011100001100000000000000
210;64;Shiba ERC20 (SHIB);SHIB;1013;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111101110001000001111110110000011000101010111111111111111111111111111111111111111111111111111111011110111010111111101111111000001111111100001100000011110001000000000000000
211;255;Наличные AED;AED Наличными;784;5;101010011011111111111110000000010111111111111111111011111111111111111111100000110011000000010100010111000000001000000011010000000000000101000100111110111111100111111111111111111111111111111111111011110000000000000000000000000001110111100000000000011000000000000000000000
212;9;Ethereum BEP20 (ETH);ETH BEP20;1045;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110011001000011110000000011000101010111111111111111110111111111111111111111111111111111111011110111101111111000010010000001111111100000100000011110011100000000000000
213;67;Maker (MKR);MKR;1015;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001000000011110110000011000101010111111111111111111111111111111111111111111111111111111011110111000100101000000000000001111111100000100000011110001000000000000000
214;135;WhiteBIT USD;USD WhiteBIT;840;2;000000000000000000000000000000000000000000000000000000000000000000000000000000110011000000011001011000000000000001100000000000000000000101000100111111111111110000000001111101000100000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000
215;158;Хоум Кредит RUB;RUB ХоумКредит;643;3;101111111111111111111111011111111111111111111111111111111111111111111111111000111111010110111111111100001110000001001110010000000011000100000100000000000000000111111111111110111101100100000001000000110000000000000000000000000000000000000000000000010100000000000000000000
216;66;Algorand (ALGO);ALGO;1016;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111001110001000000011110110000011000101010111111111111111110111111111111111111111111111111111111011110010101100101000000000000001111111100001100000011100001000000000000000
217;68;Avalanche (AVAX);AVAX;1017;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111111110111111111111111111111000001111010110000011000101010111111111111111111111111111111111111111111111111111111011110111101111111101111111000001111111100001100000011110001000000101101100
218;10;Wrapped ETH (WETH);WETH;1045;0;101111111111111111111111011111111111111011111111111111111111111111111111111000111111010110111111111100001010000000000000010100000011000101000101111110111111110000000001111101001100000000000001000010110010000000000000000000000001001000000000100000001000000000000000000000
219;208;Банковский счет GEL;GEL Банк;981;3;100000010001011000011100001100000001000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
220;69;Yearn.finance (YFI);YFI;1019;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111001110001000001111110110000011000101010111111110111111111111111111111111111111111111111111111011110111000100101000000000000001111111100001100000011110001000000000000000
221;187;Visa/MasterCard CAD;CAD Карта;124;3;100110110011111111011111001100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
222;188;Visa/MasterCard BGN;BGN Карта;975;3;100110110011111111011111001100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
223;189;Visa/MasterCard HUF;HUF Карта;348;3;100110110011111111011111001100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
224;190;Visa/MasterCard CZK;CZK Карта;203;3;100110110011111111011111001100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
225;191;Visa/MasterCard NOK;NOK Карта;578;3;100110110011111111011111001100010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
226;106;Capitalist EUR;EUR Capitalist;978;1;101010011011111111011111001110110111001011110001100000011111111111010000011000111111010000011111111100001110000000000000010000000001000101000100111110111111111111111101111111111101111011000001100010111000101000000000000000000000010111100000000000000100000000000001000000
227;70;Decentraland (MANA);MANA;1020;0;101111111111111111111111011111111111111111111111111111111111111111111111111000111111110110111111111111101110001000000011110110000011000101010111111111111111111111111111111111111111111111111111111011110111000111111100110000000001111111100001100000011110001000000000000000
228;30;USDCoin SOL (USDC);USDC SOL;840;0;111111111111111111111111011111111111111111111111111111111111111111111111111000111111010110011111111100001100001000000010110000000011000101010101111110111111110011111101111111111111111111111111111010110111100111111001111111111111001111100000100000001000000000000000000000
229;137;Сбербанк QR RUB;RUB Сбер QR;643;3;100010010011111011111110000000000000011011100000100000001011010100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
230;257;Наличные COP;COP Наличными;170;5;000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
231;220;Банковский счет AUD;AUD Банк;36;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
232;219;Банковский счет JPY;JPY Банк;392;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
233;221;Банковский счет CAD;CAD Банк;124;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
234;222;Банковский счет HKD;HKD Банк;344;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
235;29;USDCoin BEP20 (USDC);USDC BEP20;840;0;101111111111111111111111011111111111111011111111111111111111111111111111111000111111010110111111111100101110001000000011110000000011000101010111111110111111111111111101111111111111111111111111111010110111101111111101111111111111011111110000100000011000000000000000000000
236;258;Наличные PLN;PLN Наличными;985;5;000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
237;192;Visa/MasterCard AZN;AZN Карта;944;3;100110111011111111011111001100010011001011110001100110011111110101011101111000111100010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
238;193;Visa/MasterCard GEL;GEL Карта;981;3;100010010111111000011100001100000011001011100001100000010111010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
239;194;Visa/MasterCard UZS;UZS Карта;860;3;101110111011111111111111000000010111111111110011100110111111111111111111111000111011110110011100011111000000001000000011010000000000000101000100111110111111100111111111111111111111111111111111111011110000000000000000000000000001110111100000000000000000000000000000000000
240;195;Visa/MasterCard TJS;TJS Карта;972;3;100110110111111111011111000000010011001011100001100110011111110101011101111000111000010110011100011100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
